# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1004600	1005856	-	WP_141567795.1	WP_141567795.1		ABC transporter substrate-binding protein			HUK68_RS04670	1257	418	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1005868	1006713	-							HUK68_RS04675	846		old_locus_tag=HUK68_04675
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1005868	1006713	-	WP_019042134.1	WP_019042134.1		carbohydrate ABC transporter permease			HUK68_RS04675	846	281	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1006713	1007582	-							HUK68_RS04680	870		old_locus_tag=HUK68_04680
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1006713	1007582	-	WP_019042133.1	WP_019042133.1		sugar ABC transporter permease			HUK68_RS04680	870	289	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1007585	1008670	-							HUK68_RS04685	1086		old_locus_tag=HUK68_04685
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1007585	1008670	-	WP_019042132.1	WP_019042132.1		ABC transporter ATP-binding protein			HUK68_RS04685	1086	361	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1008675	1009331	-							HUK68_RS04690	657		old_locus_tag=HUK68_04690
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1008675	1009331	-	WP_019042131.1	WP_019042131.1		HAD-IA family hydrolase			HUK68_RS04690	657	218	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1009730	1010791	-							HUK68_RS04695	1062		old_locus_tag=HUK68_04695
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1009730	1010791	-	WP_019042130.1	WP_019042130.1		IS110 family transposase			HUK68_RS04695	1062	353	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1011205	1012239	-							HUK68_RS23210	1035		old_locus_tag=HUK68_04700
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1011205	1012239	-	WP_050872055.1	WP_050872055.1		hypothetical protein			HUK68_RS23210	1035	344	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1012322	1013368	-							HUK68_RS04705	1047		old_locus_tag=HUK68_04705
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1012322	1013368	-	WP_050872040.1	WP_050872040.1		YqaJ viral recombinase family protein			HUK68_RS04705	1047	348	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1013503	1014486	-							HUK68_RS04710	984		old_locus_tag=HUK68_04710
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1013503	1014486	-	WP_019043822.1	WP_019043822.1		DUF932 domain-containing protein			HUK68_RS04710	984	327	
gene	tRNA	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1015167	1015254	-							HUK68_RS04715	88		old_locus_tag=HUK68_04715
tRNA		GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1015167	1015254	-				tRNA-Ser			HUK68_RS04715	88		anticodon=TGA
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1015303	1016856	-							HUK68_RS04720	1554		old_locus_tag=HUK68_04720
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1015303	1016856	-	WP_175503141.1	WP_175503141.1		sensor domain-containing diguanylate cyclase			HUK68_RS04720	1554	517	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1017001	1017660	-					ureG		HUK68_RS04725	660		old_locus_tag=HUK68_04725
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1017001	1017660	-	WP_175503142.1	WP_175503142.1		urease accessory protein UreG	ureG		HUK68_RS04725	660	219	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1017657	1018316	-							HUK68_RS04730	660		old_locus_tag=HUK68_04730
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1017657	1018316	-	WP_244146322.1	WP_244146322.1		urease accessory protein UreF			HUK68_RS04730	660	219	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1018449	1019012	-					ureE		HUK68_RS04735	564		old_locus_tag=HUK68_04735
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1018449	1019012	-	WP_175503144.1	WP_175503144.1		urease accessory protein UreE	ureE		HUK68_RS04735	564	187	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1019169	1019618	+							HUK68_RS04740	450		old_locus_tag=HUK68_04740
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1019169	1019618	+	WP_175503145.1	WP_175503145.1		gamma-glutamylcyclotransferase			HUK68_RS04740	450	149	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1019638	1021356	-					ureC		HUK68_RS04745	1719		old_locus_tag=HUK68_04745
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1019638	1021356	-	WP_175503146.1	WP_175503146.1		urease subunit alpha	ureC		HUK68_RS04745	1719	572	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1021358	1021684	-							HUK68_RS04750	327		old_locus_tag=HUK68_04750
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1021358	1021684	-	WP_175503147.1	WP_175503147.1		urease subunit beta			HUK68_RS04750	327	108	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1021696	1022304	-							HUK68_RS04755	609		old_locus_tag=HUK68_04755
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1021696	1022304	-	WP_175503148.1	WP_175503148.1		HupE/UreJ family protein			HUK68_RS04755	609	202	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1022326	1022628	-							HUK68_RS04760	303		old_locus_tag=HUK68_04760
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1022326	1022628	-	WP_175505735.1	WP_175505735.1		urease subunit gamma			HUK68_RS04760	303	100	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1022723	1026259	+							HUK68_RS04765	3537		old_locus_tag=HUK68_04765
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1022723	1026259	+	WP_244146253.1	WP_244146253.1		ATP-binding protein			HUK68_RS04765	3537	1178	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1026262	1027248	+							HUK68_RS04770	987		old_locus_tag=HUK68_04770
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1026262	1027248	+	WP_244146254.1	WP_244146254.1		response regulator			HUK68_RS04770	987	328	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1027320	1027856	+							HUK68_RS04775	537		old_locus_tag=HUK68_04775
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1027320	1027856	+	WP_175503151.1	WP_175503151.1		ankyrin repeat domain-containing protein			HUK68_RS04775	537	178	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1027853	1029259	-							HUK68_RS04780	1407		old_locus_tag=HUK68_04780
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1027853	1029259	-	WP_175503152.1	WP_175503152.1		ABC transporter ATP-binding protein			HUK68_RS04780	1407	468	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1029491	1030759	+					urtA		HUK68_RS04785	1269		old_locus_tag=HUK68_04785
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1029491	1030759	+	WP_175503153.1	WP_175503153.1		urea ABC transporter substrate-binding protein	urtA		HUK68_RS04785	1269	422	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1030852	1032471	+					urtB		HUK68_RS04790	1620		old_locus_tag=HUK68_04790
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1030852	1032471	+	WP_175503154.1	WP_175503154.1		urea ABC transporter permease subunit UrtB	urtB		HUK68_RS04790	1620	539	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1032473	1033621	+					urtC		HUK68_RS04795	1149		old_locus_tag=HUK68_04795
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1032473	1033621	+	WP_175503155.1	WP_175503155.1		urea ABC transporter permease subunit UrtC	urtC		HUK68_RS04795	1149	382	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1033618	1034496	+					urtD		HUK68_RS04800	879		old_locus_tag=HUK68_04800
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1033618	1034496	+	WP_175503156.1	WP_175503156.1		urea ABC transporter ATP-binding protein UrtD	urtD		HUK68_RS04800	879	292	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1034501	1035193	+					urtE		HUK68_RS04805	693		old_locus_tag=HUK68_04805
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1034501	1035193	+	WP_175503157.1	WP_175503157.1		urea ABC transporter ATP-binding subunit UrtE	urtE		HUK68_RS04805	693	230	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1035366	1036430	-							HUK68_RS04810	1065		old_locus_tag=HUK68_04810
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1035366	1036430	-	WP_175503158.1	WP_175503158.1		ATP-dependent 6-phosphofructokinase			HUK68_RS04810	1065	354	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1036513	1037343	-							HUK68_RS04815	831		old_locus_tag=HUK68_04815
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1036513	1037343	-	WP_175503159.1	WP_175503159.1		urease accessory protein UreD			HUK68_RS04815	831	276	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1037372	1037902	-							HUK68_RS04820	531		old_locus_tag=HUK68_04820
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1037372	1037902	-	WP_244146255.1	WP_244146255.1		nucleoside deaminase			HUK68_RS04820	531	176	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1037931	1038701	-							HUK68_RS04825	771		old_locus_tag=HUK68_04825
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1037931	1038701	-	WP_175503160.1	WP_175503160.1		ABC transporter permease			HUK68_RS04825	771	256	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1038722	1039552	-							HUK68_RS04830	831		old_locus_tag=HUK68_04830
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1038722	1039552	-	WP_175503161.1	WP_175503161.1		ABC transporter ATP-binding protein			HUK68_RS04830	831	276	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1039591	1040625	-							HUK68_RS04835	1035		old_locus_tag=HUK68_04835
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1039591	1040625	-	WP_175503162.1	WP_175503162.1		ABC transporter substrate-binding protein			HUK68_RS04835	1035	344	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1040661	1041686	-							HUK68_RS04840	1026		old_locus_tag=HUK68_04840
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1040661	1041686	-	WP_175503163.1	WP_175503163.1		ABC transporter substrate-binding protein			HUK68_RS04840	1026	341	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1041960	1042601	+							HUK68_RS04845	642		old_locus_tag=HUK68_04845
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1041960	1042601	+	WP_175503164.1	WP_175503164.1		flavin reductase family protein			HUK68_RS04845	642	213	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1042956	1045256	-							HUK68_RS04850	2301		old_locus_tag=HUK68_04850
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1042956	1045256	-	WP_175503165.1	WP_175503165.1		NADP-dependent malic enzyme			HUK68_RS04850	2301	766	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1045465	1045815	-							HUK68_RS04855	351		old_locus_tag=HUK68_04855
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1045465	1045815	-	WP_175503166.1	WP_175503166.1		hypothetical protein			HUK68_RS04855	351	116	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1045812	1045964	-							HUK68_RS04860	153		old_locus_tag=HUK68_04860
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1045812	1045964	-	WP_175503167.1	WP_175503167.1		hypothetical protein			HUK68_RS04860	153	50	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1046000	1047268	-							HUK68_RS04865	1269		old_locus_tag=HUK68_04865
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1046000	1047268	-	WP_175503168.1	WP_175503168.1		M20/M25/M40 family metallo-hydrolase			HUK68_RS04865	1269	422	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1047265	1049040	-					uraD		HUK68_RS04870	1776		old_locus_tag=HUK68_04870
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1047265	1049040	-	WP_175503169.1	WP_175503169.1		2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	uraD		HUK68_RS04870	1776	591	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1049046	1050002	-					puuE		HUK68_RS04875	957		old_locus_tag=HUK68_04875
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1049046	1050002	-	WP_175503170.1	WP_175503170.1		allantoinase PuuE	puuE		HUK68_RS04875	957	318	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1050014	1050685	-							HUK68_RS04880	672		old_locus_tag=HUK68_04880
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1050014	1050685	-	WP_175503171.1	WP_175503171.1		GntR family transcriptional regulator			HUK68_RS04880	672	223	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1050777	1051127	+					uraH		HUK68_RS04885	351		old_locus_tag=HUK68_04885
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1050777	1051127	+	WP_175503172.1	WP_175503172.1		hydroxyisourate hydrolase	uraH		HUK68_RS04885	351	116	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1051140	1051586	-							HUK68_RS04890	447		old_locus_tag=HUK68_04890
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1051140	1051586	-	WP_244146323.1	WP_244146323.1		hypothetical protein			HUK68_RS04890	447	148	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1051743	1052570	+					xdhC		HUK68_RS04895	828		old_locus_tag=HUK68_04895
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1051743	1052570	+	WP_244146256.1	WP_244146256.1		xanthine dehydrogenase accessory protein XdhC	xdhC		HUK68_RS04895	828	275	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1053147	1054133	-							HUK68_RS04900	987		old_locus_tag=HUK68_04900
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1053147	1054133	-	WP_244146257.1	WP_244146257.1		tripartite tricarboxylate transporter substrate binding protein			HUK68_RS04900	987	328	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1054206	1054883	-							HUK68_RS04905	678		old_locus_tag=HUK68_04905
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1054206	1054883	-	WP_175503175.1	WP_175503175.1		AroM family protein			HUK68_RS04905	678	225	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1054894	1055820	-							HUK68_RS04910	927		old_locus_tag=HUK68_04910
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1054894	1055820	-	WP_175503176.1	WP_175503176.1		DUF1177 domain-containing protein			HUK68_RS04910	927	308	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1055825	1056529	-					pepE		HUK68_RS04915	705		old_locus_tag=HUK68_04915
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1055825	1056529	-	WP_175503177.1	WP_175503177.1		dipeptidase PepE	pepE		HUK68_RS04915	705	234	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1056540	1057352	-							HUK68_RS04920	813		old_locus_tag=HUK68_04920
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1056540	1057352	-	WP_175503178.1	WP_175503178.1		helix-turn-helix domain-containing protein			HUK68_RS04920	813	270	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1057806	1059041	+							HUK68_RS04925	1236		old_locus_tag=HUK68_04925
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1057806	1059041	+	WP_175503179.1	WP_175503179.1		urate hydroxylase PuuD			HUK68_RS04925	1236	411	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1059077	1060441	+							HUK68_RS04930	1365		old_locus_tag=HUK68_04930
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1059077	1060441	+	WP_175503180.1	WP_175503180.1		glycerate kinase			HUK68_RS04930	1365	454	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1060486	1061112	+							HUK68_RS04935	627		old_locus_tag=HUK68_04935
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1060486	1061112	+	WP_175503181.1	WP_175503181.1		Crp/Fnr family transcriptional regulator			HUK68_RS04935	627	208	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1061246	1063339	+							HUK68_RS04940	2094		old_locus_tag=HUK68_04940
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1061246	1063339	+	WP_175503182.1	WP_175503182.1		diguanylate cyclase			HUK68_RS04940	2094	697	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1063355	1065640	-					xdhB		HUK68_RS04945	2286		old_locus_tag=HUK68_04945
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1063355	1065640	-	WP_175505738.1	WP_175505738.1		xanthine dehydrogenase molybdopterin binding subunit	xdhB		HUK68_RS04945	2286	761	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1065706	1067214	-					xdhA		HUK68_RS04950	1509		old_locus_tag=HUK68_04950
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1065706	1067214	-	WP_175503183.1	WP_175503183.1		xanthine dehydrogenase small subunit	xdhA		HUK68_RS04950	1509	502	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1067630	1069204	+							HUK68_RS04955	1575		old_locus_tag=HUK68_04955
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1067630	1069204	+	WP_175503184.1	WP_175503184.1		ABC transporter ATP-binding protein			HUK68_RS04955	1575	524	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1069191	1070291	+							HUK68_RS04960	1101		old_locus_tag=HUK68_04960
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1069191	1070291	+	WP_175503185.1	WP_175503185.1		ABC transporter permease			HUK68_RS04960	1101	366	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1070291	1071211	+							HUK68_RS04965	921		old_locus_tag=HUK68_04965
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1070291	1071211	+	WP_175503186.1	WP_175503186.1		ABC transporter permease			HUK68_RS04965	921	306	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1071250	1072395	+							HUK68_RS04970	1146		old_locus_tag=HUK68_04970
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1071250	1072395	+	WP_175503187.1	WP_175503187.1		BMP family ABC transporter substrate-binding protein			HUK68_RS04970	1146	381	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1072520	1073677	+							HUK68_RS04975	1158		old_locus_tag=HUK68_04975
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1072520	1073677	+	WP_175503188.1	WP_175503188.1		BMP family ABC transporter substrate-binding protein			HUK68_RS04975	1158	385	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1073748	1074722	+							HUK68_RS04980	975		old_locus_tag=HUK68_04980
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1073748	1074722	+	WP_175503189.1	WP_175503189.1		aromatic ring-hydroxylating dioxygenase subunit alpha			HUK68_RS04980	975	324	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1074722	1075780	+							HUK68_RS04985	1059		old_locus_tag=HUK68_04985
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1074722	1075780	+	WP_175503190.1	WP_175503190.1		adenosine deaminase			HUK68_RS04985	1059	352	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1075793	1076233	-							HUK68_RS04990	441		old_locus_tag=HUK68_04990
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1075793	1076233	-	WP_175503191.1	WP_175503191.1		HIT family protein			HUK68_RS04990	441	146	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1076409	1077497	+							HUK68_RS04995	1089		old_locus_tag=HUK68_04995
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1076409	1077497	+	WP_175503192.1	WP_175503192.1		BMP family ABC transporter substrate-binding protein			HUK68_RS04995	1089	362	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1077521	1078804	+					guaD		HUK68_RS05000	1284		old_locus_tag=HUK68_05000
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1077521	1078804	+	WP_175503193.1	WP_175503193.1		guanine deaminase	guaD		HUK68_RS05000	1284	427	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1078872	1079438	+					dcd		HUK68_RS05005	567		old_locus_tag=HUK68_05005
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1078872	1079438	+	WP_175503194.1	WP_175503194.1		dCTP deaminase	dcd		HUK68_RS05005	567	188	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1079626	1079949	+							HUK68_RS05010	324		old_locus_tag=HUK68_05010
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1079626	1079949	+	WP_175503195.1	WP_175503195.1		hypothetical protein			HUK68_RS05010	324	107	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1079967	1081688	-							HUK68_RS05015	1722		old_locus_tag=HUK68_05015
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1079967	1081688	-	WP_175503196.1	WP_175503196.1		diguanylate cyclase			HUK68_RS05015	1722	573	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1081946	1082818	+							HUK68_RS05020	873		old_locus_tag=HUK68_05020
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1081946	1082818	+	WP_175503197.1	WP_175503197.1		zinc metallopeptidase			HUK68_RS05020	873	290	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1082931	1084358	+							HUK68_RS05025	1428		old_locus_tag=HUK68_05025
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1082931	1084358	+	WP_175503198.1	WP_175503198.1		DEAD/DEAH box helicase			HUK68_RS05025	1428	475	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1084420	1085415	-							HUK68_RS05030	996		old_locus_tag=HUK68_05030
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1084420	1085415	-	WP_175503199.1	WP_175503199.1		tripartite tricarboxylate transporter substrate binding protein			HUK68_RS05030	996	331	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1085492	1087069	-					garD		HUK68_RS05035	1578		old_locus_tag=HUK68_05035
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1085492	1087069	-	WP_175503200.1	WP_175503200.1		galactarate dehydratase	garD		HUK68_RS05035	1578	525	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1087209	1088018	+							HUK68_RS05040	810		old_locus_tag=HUK68_05040
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1087209	1088018	+	WP_175503201.1	WP_175503201.1		FadR family transcriptional regulator			HUK68_RS05040	810	269	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1088137	1089114	+							HUK68_RS05045	978		old_locus_tag=HUK68_05045
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	1088137	1089114	+	WP_175503202.1	WP_175503202.1		tripartite tricarboxylate transporter substrate binding protein			HUK68_RS05045	978	325	
