# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	879486	880367	+					nadC		CBP33_RS04180	882		old_locus_tag=CBP33_04180
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	879486	880367	+	WP_086911515.1	WP_086911515.1		carboxylating nicotinate-nucleotide diphosphorylase	nadC		CBP33_RS04180	882	293	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	880364	881482	+					nadA		CBP33_RS04185	1119		old_locus_tag=CBP33_04185
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	880364	881482	+	WP_086911516.1	WP_086911516.1		quinolinate synthase NadA	nadA		CBP33_RS04185	1119	372	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	881503	881880	-							CBP33_RS04190	378		old_locus_tag=CBP33_04190
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	881503	881880	-	WP_086911517.1	WP_086911517.1		6-carboxytetrahydropterin synthase			CBP33_RS04190	378	125	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	881900	882538	-					queE		CBP33_RS04195	639		old_locus_tag=CBP33_04195
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	881900	882538	-	WP_086911518.1	WP_086911518.1		7-carboxy-7-deazaguanine synthase	queE		CBP33_RS04195	639	212	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	882723	884510	+							CBP33_RS04200	1788		old_locus_tag=CBP33_04200
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	882723	884510	+	WP_086911519.1	WP_086911519.1		chorismate-binding protein			CBP33_RS04200	1788	595	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	884630	885235	-							CBP33_RS04205	606		old_locus_tag=CBP33_04205
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	884630	885235	-	WP_086913954.1	WP_086913954.1		DTW domain-containing protein			CBP33_RS04205	606	201	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	885347	886375	-							CBP33_RS04210	1029		old_locus_tag=CBP33_04210
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	885347	886375	-	WP_086911520.1	WP_086911520.1		IS30 family transposase			CBP33_RS04210	1029	342	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	886465	886824	-							CBP33_RS04215	360		old_locus_tag=CBP33_04215
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	886465	886824	-	WP_024816108.1	WP_024816108.1		5-carboxymethyl-2-hydroxymuconate Delta-isomerase			CBP33_RS04215	360	119	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	886867	887247	-							CBP33_RS04220	381		old_locus_tag=CBP33_04220
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	886867	887247	-	WP_086911521.1	WP_086911521.1		aspartate 1-decarboxylase			CBP33_RS04220	381	126	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	887288	888874	-					nadB		CBP33_RS04225	1587		old_locus_tag=CBP33_04225
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	887288	888874	-	WP_086913955.1	WP_086913955.1		L-aspartate oxidase	nadB		CBP33_RS04225	1587	528	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	889113	889958	-							CBP33_RS04230	846		old_locus_tag=CBP33_04230
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	889113	889958	-	WP_086911522.1	WP_086911522.1		segregation/condensation protein A			CBP33_RS04230	846	281	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	890023	890229	-							CBP33_RS04235	207		old_locus_tag=CBP33_04235
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	890023	890229	-	WP_086911523.1	WP_086911523.1		DUF3460 family protein			CBP33_RS04235	207	68	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	890272	890784	+							CBP33_RS04240	513		old_locus_tag=CBP33_04240
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	890272	890784	+	WP_086911524.1	WP_086911524.1		outer membrane protein assembly factor BamE			CBP33_RS04240	513	170	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	890818	892473	-							CBP33_RS04245	1656		old_locus_tag=CBP33_04245
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	890818	892473	-	WP_086911525.1	WP_086911525.1		acetolactate synthase large subunit			CBP33_RS04245	1656	551	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	892535	894145	-							CBP33_RS04250	1611		old_locus_tag=CBP33_04250
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	892535	894145	-	WP_086911526.1	WP_086911526.1		FAD-binding protein			CBP33_RS04250	1611	536	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	894126	895865	-							CBP33_RS04255	1740		old_locus_tag=CBP33_04255
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	894126	895865	-	WP_086911527.1	WP_086911527.1		SulP family inorganic anion transporter			CBP33_RS04255	1740	579	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	896135	896755	+							CBP33_RS04260	621		old_locus_tag=CBP33_04260
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	896135	896755	+	WP_236748506.1	WP_236748506.1		YitT family protein			CBP33_RS04260	621	206	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	896841	898925	-					metG		CBP33_RS04265	2085		old_locus_tag=CBP33_04265
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	896841	898925	-	WP_086911528.1	WP_086911528.1		methionine--tRNA ligase	metG		CBP33_RS04265	2085	694	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	898992	900242	-							CBP33_RS04270	1251		old_locus_tag=CBP33_04270
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	898992	900242	-	WP_086911529.1	WP_086911529.1		patatin-like phospholipase family protein			CBP33_RS04270	1251	416	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	900284	900862	-							CBP33_RS04275	579		old_locus_tag=CBP33_04275
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	900284	900862	-	WP_236748661.1	WP_236748661.1		restriction endonuclease			CBP33_RS04275	579	192	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	900984	902075	+					apbC		CBP33_RS04280	1092		old_locus_tag=CBP33_04280
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	900984	902075	+	WP_086911530.1	WP_086911530.1		iron-sulfur cluster carrier protein ApbC	apbC		CBP33_RS04280	1092	363	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	902190	904100	+							CBP33_RS04285	1911		old_locus_tag=CBP33_04285
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	902190	904100	+	WP_086911531.1	WP_086911531.1		NAD(P)H-dependent oxidoreductase subunit E			CBP33_RS04285	1911	636	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	904097	906994	+					fdhF		CBP33_RS04290	2898		old_locus_tag=CBP33_04290
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	904097	906994	+	WP_086911532.1	WP_086911532.1		formate dehydrogenase subunit alpha	fdhF		CBP33_RS04290	2898	965	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	907032	907586	+							CBP33_RS04295	555		old_locus_tag=CBP33_04295
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	907032	907586	+	WP_086911533.1	WP_086911533.1		DUF3305 domain-containing protein			CBP33_RS04295	555	184	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	907579	908301	+							CBP33_RS04300	723		old_locus_tag=CBP33_04300
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	907579	908301	+	WP_086911534.1	WP_086911534.1		DUF3306 domain-containing protein			CBP33_RS04300	723	240	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	908261	910330	+							CBP33_RS04305	2070		old_locus_tag=CBP33_04305
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	908261	910330	+	WP_086911535.1	WP_086911535.1		4Fe-4S binding protein			CBP33_RS04305	2070	689	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	910327	910956	+							CBP33_RS04310	630		old_locus_tag=CBP33_04310
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	910327	910956	+	WP_086911536.1	WP_086911536.1		molecular chaperone TorD family protein			CBP33_RS04310	630	209	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	911093	911302	+							CBP33_RS04315	210		old_locus_tag=CBP33_04315
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	911093	911302	+	WP_086911537.1	WP_086911537.1		formate dehydrogenase			CBP33_RS04315	210	69	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	911317	914286	+							CBP33_RS04320	2970		old_locus_tag=CBP33_04320
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	911317	914286	+	WP_086911538.1	WP_086911538.1		formate dehydrogenase subunit alpha			CBP33_RS04320	2970	989	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	914316	914936	+					fdh3B		CBP33_RS04325	621		old_locus_tag=CBP33_04325
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	914316	914936	+	WP_086911539.1	WP_086911539.1		formate dehydrogenase FDH3 subunit beta	fdh3B		CBP33_RS04325	621	206	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	914933	915169	+							CBP33_RS04330	237		old_locus_tag=CBP33_04330
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	914933	915169	+	WP_086911540.1	WP_086911540.1		hypothetical protein			CBP33_RS04330	237	78	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	915178	916386	+							CBP33_RS04335	1209		old_locus_tag=CBP33_04335
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	915178	916386	+	WP_086911541.1	WP_086911541.1		formate dehydrogenase subunit gamma			CBP33_RS04335	1209	402	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	916401	916790	+							CBP33_RS04340	390		old_locus_tag=CBP33_04340
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	916401	916790	+	WP_086913958.1	WP_086913958.1		hypothetical protein			CBP33_RS04340	390	129	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	916964	917851	+							CBP33_RS04345	888		old_locus_tag=CBP33_04345
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	916964	917851	+	WP_086911542.1	WP_086911542.1		formate dehydrogenase accessory sulfurtransferase FdhD			CBP33_RS04345	888	295	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	917926	920445	+							CBP33_RS04350	2520		old_locus_tag=CBP33_04350
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	917926	920445	+	WP_086911543.1	WP_086911543.1		FtsX-like permease family protein			CBP33_RS04350	2520	839	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	920484	920807	-							CBP33_RS04355	324		old_locus_tag=CBP33_04355
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	920484	920807	-	WP_086911544.1	WP_086911544.1		hypothetical protein			CBP33_RS04355	324	107	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	921033	921449	+							CBP33_RS04360	417		old_locus_tag=CBP33_04360
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	921033	921449	+	WP_086911545.1	WP_086911545.1		group II truncated hemoglobin			CBP33_RS04360	417	138	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	921647	922240	+							CBP33_RS04365	594		old_locus_tag=CBP33_04365
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	921647	922240	+	WP_086911546.1	WP_086911546.1		LemA family protein			CBP33_RS04365	594	197	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	922269	923354	+							CBP33_RS04370	1086		old_locus_tag=CBP33_04370
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	922269	923354	+	WP_086911547.1	WP_086911547.1		M48 family metalloprotease			CBP33_RS04370	1086	361	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	923408	924085	-					ureG		CBP33_RS04375	678		old_locus_tag=CBP33_04375
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	923408	924085	-	WP_086911548.1	WP_086911548.1		urease accessory protein UreG	ureG		CBP33_RS04375	678	225	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	924136	924846	-							CBP33_RS04380	711		old_locus_tag=CBP33_04380
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	924136	924846	-	WP_086911549.1	WP_086911549.1		urease accessory protein UreF			CBP33_RS04380	711	236	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	924870	925529	-					ureE		CBP33_RS04385	660		old_locus_tag=CBP33_04385
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	924870	925529	-	WP_086911550.1	WP_086911550.1		urease accessory protein UreE	ureE		CBP33_RS04385	660	219	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	925540	927282	-					ureC		CBP33_RS04390	1743		old_locus_tag=CBP33_04390
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	925540	927282	-	WP_086911551.1	WP_086911551.1		urease subunit alpha	ureC		CBP33_RS04390	1743	580	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	927374	927679	-							CBP33_RS04395	306		old_locus_tag=CBP33_04395
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	927374	927679	-	WP_086911552.1	WP_086911552.1		urease subunit beta			CBP33_RS04395	306	101	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	927706	928320	-							CBP33_RS04400	615		old_locus_tag=CBP33_04400
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	927706	928320	-	WP_086911553.1	WP_086911553.1		HupE/UreJ family protein			CBP33_RS04400	615	204	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	928356	928658	-							CBP33_RS04405	303		old_locus_tag=CBP33_04405
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	928356	928658	-	WP_086911554.1	WP_086911554.1		urease subunit gamma			CBP33_RS04405	303	100	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	929018	932635	+							CBP33_RS04410	3618		old_locus_tag=CBP33_04410
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	929018	932635	+	WP_236748660.1	WP_236748660.1		ATP-binding protein			CBP33_RS04410	3618	1205	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	932635	933705	+							CBP33_RS04415	1071		old_locus_tag=CBP33_04415
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	932635	933705	+	WP_086911555.1	WP_086911555.1		response regulator			CBP33_RS04415	1071	356	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	933910	934875	-							CBP33_RS04420	966		old_locus_tag=CBP33_04420
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	933910	934875	-	WP_204246699.1	WP_204246699.1		aliphatic sulfonate ABC transporter substrate-binding protein			CBP33_RS04420	966	321	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	935263	936525	+					urtA		CBP33_RS04425	1263		old_locus_tag=CBP33_04425
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	935263	936525	+	WP_086911557.1	WP_086911557.1		urea ABC transporter substrate-binding protein	urtA		CBP33_RS04425	1263	420	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	936686	938266	+					urtB		CBP33_RS04430	1581		old_locus_tag=CBP33_04430
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	936686	938266	+	WP_086911558.1	WP_086911558.1		urea ABC transporter permease subunit UrtB	urtB		CBP33_RS04430	1581	526	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	938287	939429	+					urtC		CBP33_RS04435	1143		old_locus_tag=CBP33_04435
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	938287	939429	+	WP_086911559.1	WP_086911559.1		urea ABC transporter permease subunit UrtC	urtC		CBP33_RS04435	1143	380	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	939426	940301	+					urtD		CBP33_RS04440	876		old_locus_tag=CBP33_04440
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	939426	940301	+	WP_086911560.1	WP_086911560.1		urea ABC transporter ATP-binding protein UrtD	urtD		CBP33_RS04440	876	291	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	941227	941931	+					urtE		CBP33_RS04445	705		old_locus_tag=CBP33_04445
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	941227	941931	+	WP_086911561.1	WP_086911561.1		urea ABC transporter ATP-binding subunit UrtE	urtE		CBP33_RS04445	705	234	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	941980	942810	-							CBP33_RS04450	831		old_locus_tag=CBP33_04450
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	941980	942810	-	WP_086911562.1	WP_086911562.1		urease accessory protein UreD			CBP33_RS04450	831	276	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	942909	943436	-							CBP33_RS04455	528		old_locus_tag=CBP33_04455
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	942909	943436	-	WP_086911563.1	WP_086911563.1		nucleoside deaminase			CBP33_RS04455	528	175	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	943632	944429	-							CBP33_RS04460	798		old_locus_tag=CBP33_04460
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	943632	944429	-	WP_086911564.1	WP_086911564.1		hydroxypyruvate isomerase family protein			CBP33_RS04460	798	265	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	944463	945152	-							CBP33_RS04465	690		old_locus_tag=CBP33_04465
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	944463	945152	-	WP_086913960.1	WP_086913960.1		aldolase			CBP33_RS04465	690	229	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	945170	946441	-							CBP33_RS04470	1272		old_locus_tag=CBP33_04470
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	945170	946441	-	WP_086911565.1	WP_086911565.1		four-carbon acid sugar kinase family protein			CBP33_RS04470	1272	423	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	946438	947349	-							CBP33_RS04475	912		old_locus_tag=CBP33_04475
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	946438	947349	-	WP_086911566.1	WP_086911566.1		NAD-binding protein			CBP33_RS04475	912	303	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	947384	948751	-							CBP33_RS04480	1368		old_locus_tag=CBP33_04480
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	947384	948751	-	WP_086911567.1	WP_086911567.1		GntP family transporter			CBP33_RS04480	1368	455	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	948939	949718	-							CBP33_RS04485	780		old_locus_tag=CBP33_04485
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	948939	949718	-	WP_086911568.1	WP_086911568.1		FadR family transcriptional regulator			CBP33_RS04485	780	259	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	949859	950911	-							CBP33_RS04490	1053		old_locus_tag=CBP33_04490
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	949859	950911	-	WP_086911569.1	WP_086911569.1		patatin-like phospholipase family protein			CBP33_RS04490	1053	350	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	951182	951949	-							CBP33_RS04495	768		old_locus_tag=CBP33_04495
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	951182	951949	-	WP_086911570.1	WP_086911570.1		ABC transporter permease			CBP33_RS04495	768	255	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	951973	952797	-							CBP33_RS04500	825		old_locus_tag=CBP33_04500
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	951973	952797	-	WP_086911571.1	WP_086911571.1		ABC transporter ATP-binding protein			CBP33_RS04500	825	274	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	952895	953926	-							CBP33_RS04505	1032		old_locus_tag=CBP33_04505
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	952895	953926	-	WP_086911572.1	WP_086911572.1		ABC transporter substrate-binding protein			CBP33_RS04505	1032	343	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	954152	956458	-							CBP33_RS04510	2307		old_locus_tag=CBP33_04510
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	954152	956458	-	WP_086911573.1	WP_086911573.1		NADP-dependent malic enzyme			CBP33_RS04510	2307	768	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	956807	958048	-							CBP33_RS04515	1242		old_locus_tag=CBP33_04515
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	956807	958048	-	WP_086911574.1	WP_086911574.1		ArgE/DapE family deacylase			CBP33_RS04515	1242	413	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	958045	959823	-					uraD		CBP33_RS04520	1779		old_locus_tag=CBP33_04520
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	958045	959823	-	WP_086911575.1	WP_086911575.1		2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	uraD		CBP33_RS04520	1779	592	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	959888	960838	-					puuE		CBP33_RS04525	951		old_locus_tag=CBP33_04525
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	959888	960838	-	WP_086911576.1	WP_086911576.1		allantoinase PuuE	puuE		CBP33_RS04525	951	316	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	961118	961468	+					uraH		CBP33_RS04530	351		old_locus_tag=CBP33_04530
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	961118	961468	+	WP_086911577.1	WP_086911577.1		hydroxyisourate hydrolase	uraH		CBP33_RS04530	351	116	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	961584	962054	-							CBP33_RS04535	471		old_locus_tag=CBP33_04535
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	961584	962054	-	WP_086913961.1	WP_086913961.1		hypothetical protein			CBP33_RS04535	471	156	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	962194	963069	+					xdhC		CBP33_RS04540	876		old_locus_tag=CBP33_04540
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	962194	963069	+	WP_086911578.1	WP_086911578.1		xanthine dehydrogenase accessory protein XdhC	xdhC		CBP33_RS04540	876	291	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	963256	964479	+							CBP33_RS04545	1224		old_locus_tag=CBP33_04545
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	963256	964479	+	WP_086911579.1	WP_086911579.1		urate hydroxylase PuuD			CBP33_RS04545	1224	407	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	964491	965123	-							CBP33_RS04550	633		old_locus_tag=CBP33_04550
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	964491	965123	-	WP_086911580.1	WP_086911580.1		TetR family transcriptional regulator			CBP33_RS04550	633	210	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	965302	966615	+							CBP33_RS04555	1314		old_locus_tag=CBP33_04555
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	965302	966615	+	WP_086911581.1	WP_086911581.1		efflux RND transporter periplasmic adaptor subunit			CBP33_RS04555	1314	437	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	966628	969786	+							CBP33_RS04560	3159		old_locus_tag=CBP33_04560
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	966628	969786	+	WP_086911582.1	WP_086911582.1		efflux RND transporter permease subunit			CBP33_RS04560	3159	1052	
