# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1250492	1251340	-	WP_011797085.1	WP_011797085.1		methylenetetrahydrofolate reductase [NAD(P)H]	metF	69632975	APS58_RS05510	849	282	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1251337	1252338	-						69632976	APS58_RS05515	1002		old_locus_tag=APS58_1103
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1251337	1252338	-	WP_011797086.1	WP_011797086.1		TlyA family RNA methyltransferase		69632976	APS58_RS05515	1002	333	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1252634	1254061	-					ahcY	69632977	APS58_RS05520	1428		old_locus_tag=APS58_1104
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1252634	1254061	-	WP_011797087.1	WP_011797087.1		adenosylhomocysteinase	ahcY	69632977	APS58_RS05520	1428	475	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1254386	1255420	+						69632978	APS58_RS05525	1035		old_locus_tag=APS58_1105
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1254386	1255420	+	WP_017437921.1	WP_017437921.1		acyltransferase		69632978	APS58_RS05525	1035	344	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1255564	1257192	+						69632979	APS58_RS05530	1629		old_locus_tag=APS58_1106
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1255564	1257192	+	WP_017437920.1	WP_017437920.1		peptide chain release factor 3		69632979	APS58_RS05530	1629	542	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1257185	1258591	+						69632980	APS58_RS05535	1407		old_locus_tag=APS58_1107
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1257185	1258591	+	WP_011797090.1	WP_011797090.1		DUF2142 domain-containing protein		69632980	APS58_RS05535	1407	468	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1258703	1259056	+						69632981	APS58_RS05540	354		old_locus_tag=APS58_1108
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1258703	1259056	+	WP_017437919.1	WP_017437919.1		EamA family transporter		69632981	APS58_RS05540	354	117	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1259053	1260069	+						69632982	APS58_RS05545	1017		old_locus_tag=APS58_1109
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1259053	1260069	+	WP_011797092.1	WP_011797092.1		glycosyltransferase family 2 protein		69632982	APS58_RS05545	1017	338	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1260075	1261859	+						69632983	APS58_RS05550	1785		old_locus_tag=APS58_1110
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1260075	1261859	+	WP_011797093.1	WP_011797093.1		hypothetical protein		69632983	APS58_RS05550	1785	594	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1261963	1262868	+						69632984	APS58_RS05555	906		old_locus_tag=APS58_1111
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1261963	1262868	+	WP_017437917.1	WP_017437917.1		HAD hydrolase family protein		69632984	APS58_RS05555	906	301	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1262905	1263867	-						69632985	APS58_RS05560	963		old_locus_tag=APS58_1112
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1262905	1263867	-	WP_017437916.1	WP_017437916.1		tripartite tricarboxylate transporter substrate binding protein		69632985	APS58_RS05560	963	320	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1263972	1264400	-						69632986	APS58_RS05565	429		old_locus_tag=APS58_1113
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1263972	1264400	-	WP_228193958.1	WP_228193958.1		hypothetical protein		69632986	APS58_RS05565	429	142	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1264595	1265332	-						69632987	APS58_RS05570	738		old_locus_tag=APS58_1114
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1264595	1265332	-	WP_017437915.1	WP_017437915.1		amino acid ABC transporter ATP-binding protein		69632987	APS58_RS05570	738	245	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1265365	1266057	-						69632988	APS58_RS05575	693		old_locus_tag=APS58_1115
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1265365	1266057	-	WP_017437914.1	WP_017437914.1		amino acid ABC transporter permease		69632988	APS58_RS05575	693	230	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1266059	1266790	-						69632989	APS58_RS05580	732		old_locus_tag=APS58_1116
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1266059	1266790	-	WP_011797099.1	WP_011797099.1		amino acid ABC transporter permease		69632989	APS58_RS05580	732	243	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1266916	1267818	-						69632990	APS58_RS05585	903		old_locus_tag=APS58_1117
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1266916	1267818	-	WP_017437913.1	WP_017437913.1		amino acid ABC transporter substrate-binding protein		69632990	APS58_RS05585	903	300	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1267937	1268827	-						69632991	APS58_RS05590	891		old_locus_tag=APS58_1118
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1267937	1268827	-	WP_017437912.1	WP_017437912.1		amino acid ABC transporter substrate-binding protein		69632991	APS58_RS05590	891	296	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1269012	1269950	-						69632992	APS58_RS05595	939		old_locus_tag=APS58_1119
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1269012	1269950	-	WP_013596354.1	WP_013596354.1		LysR substrate-binding domain-containing protein		69632992	APS58_RS05595	939	312	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1270141	1270692	+						69632993	APS58_RS05600	552		old_locus_tag=APS58_1120
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1270141	1270692	+	WP_017437911.1	WP_017437911.1		TRAP transporter small permease		69632993	APS58_RS05600	552	183	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1270689	1271987	+						69632994	APS58_RS05605	1299		old_locus_tag=APS58_1121
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1270689	1271987	+	WP_013596356.1	WP_013596356.1		TRAP transporter large permease		69632994	APS58_RS05605	1299	432	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1272038	1273066	+						69632995	APS58_RS05610	1029		old_locus_tag=APS58_1122
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1272038	1273066	+	WP_017437910.1	WP_017437910.1		DctP family TRAP transporter solute-binding subunit		69632995	APS58_RS05610	1029	342	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1273083	1274903	-						69632996	APS58_RS05615	1821		old_locus_tag=APS58_1123
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1273083	1274903	-	WP_017437909.1	WP_017437909.1		ABC transporter ATP-binding protein/permease		69632996	APS58_RS05615	1821	606	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1274948	1275400	+						69632997	APS58_RS05620	453		old_locus_tag=APS58_1124
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1274948	1275400	+	WP_017437908.1	WP_017437908.1		acyl-CoA thioesterase		69632997	APS58_RS05620	453	150	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1275495	1276055	-						69632998	APS58_RS05625	561		old_locus_tag=APS58_1125
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1275495	1276055	-	WP_017437907.1	WP_017437907.1		polymer-forming cytoskeletal protein		69632998	APS58_RS05625	561	186	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1276261	1277127	-						69632999	APS58_RS05630	867		old_locus_tag=APS58_1126
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1276261	1277127	-	WP_228195452.1	WP_228195452.1		ABC transporter substrate-binding protein		69632999	APS58_RS05630	867	288	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1277401	1278174	-						69633000	APS58_RS05635	774		old_locus_tag=APS58_1127
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1277401	1278174	-	WP_011797110.1	WP_011797110.1		enoyl-CoA hydratase		69633000	APS58_RS05635	774	257	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1278205	1279032	-						69633001	APS58_RS05640	828		old_locus_tag=APS58_1128
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1278205	1279032	-	WP_041827583.1	WP_041827583.1		thioesterase family protein		69633001	APS58_RS05640	828	275	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1279221	1280420	-						69633002	APS58_RS05645	1200		old_locus_tag=APS58_1129
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1279221	1280420	-	WP_011797112.1	WP_011797112.1		acetyl-CoA C-acyltransferase		69633002	APS58_RS05645	1200	399	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1280466	1280987	-						69633003	APS58_RS05650	522		old_locus_tag=APS58_1130
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1280466	1280987	-	WP_017437891.1	WP_017437891.1		DUF4442 domain-containing protein		69633003	APS58_RS05650	522	173	
gene	pseudogene	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1280996	1283420	-						69633004	APS58_RS05655	2425		pseudo;old_locus_tag=APS58_1131
CDS	without_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1280996	1283420	-				3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein		69633004	APS58_RS05655	2425		pseudo
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1283441	1283875	-						69633005	APS58_RS05660	435		old_locus_tag=APS58_1132
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1283441	1283875	-	WP_017437890.1	WP_017437890.1		DUF2147 domain-containing protein		69633005	APS58_RS05660	435	144	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1283924	1285729	-						69633006	APS58_RS05665	1806		old_locus_tag=APS58_1133
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1283924	1285729	-	WP_017437889.1	WP_017437889.1		acyl-CoA dehydrogenase C-terminal domain-containing protein		69633006	APS58_RS05665	1806	601	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1285795	1286454	-						69633007	APS58_RS05670	660		old_locus_tag=APS58_1134
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1285795	1286454	-	WP_017437888.1	WP_017437888.1		TetR/AcrR family transcriptional regulator		69633007	APS58_RS05670	660	219	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1286581	1287255	-					slmA	69633008	APS58_RS05675	675		old_locus_tag=APS58_1135
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1286581	1287255	-	WP_011797151.1	WP_011797151.1		nucleoid occlusion factor SlmA	slmA	69633008	APS58_RS05675	675	224	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1287328	1288743	-						69633009	APS58_RS05680	1416		old_locus_tag=APS58_1136
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1287328	1288743	-	WP_017437887.1	WP_017437887.1		sensor histidine kinase		69633009	APS58_RS05680	1416	471	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1288791	1289510	-						69633010	APS58_RS05685	720		old_locus_tag=APS58_1137
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1288791	1289510	-	WP_017437886.1	WP_017437886.1		response regulator transcription factor		69633010	APS58_RS05685	720	239	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1289539	1290429	-					argB	69633011	APS58_RS05690	891		old_locus_tag=APS58_1138
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1289539	1290429	-	WP_017437885.1	WP_017437885.1		acetylglutamate kinase	argB	69633011	APS58_RS05690	891	296	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1290542	1291645	-						69633012	APS58_RS05695	1104		old_locus_tag=APS58_1139
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1290542	1291645	-	WP_011797155.1	WP_011797155.1		glycosyltransferase		69633012	APS58_RS05695	1104	367	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1291642	1292430	-						69633013	APS58_RS05700	789		old_locus_tag=APS58_1140
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1291642	1292430	-	WP_228193956.1	WP_228193956.1		glycosyl transferase		69633013	APS58_RS05700	789	262	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1292528	1296391	+						69633014	APS58_RS05705	3864		old_locus_tag=APS58_1141
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1292528	1296391	+	WP_017437883.1	WP_017437883.1		methyltransferase domain-containing protein		69633014	APS58_RS05705	3864	1287	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1296463	1297320	-						69633015	APS58_RS05710	858		old_locus_tag=APS58_1142
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1296463	1297320	-	WP_011797158.1	WP_011797158.1		class I SAM-dependent methyltransferase		69633015	APS58_RS05710	858	285	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1297317	1298216	-						69633016	APS58_RS05715	900		old_locus_tag=APS58_1143
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1297317	1298216	-	WP_228195454.1	WP_228195454.1		hypothetical protein		69633016	APS58_RS05715	900	299	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1298275	1299564	-						69633017	APS58_RS05720	1290		old_locus_tag=APS58_1144
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1298275	1299564	-	WP_011797160.1	WP_011797160.1		ABC transporter ATP-binding protein		69633017	APS58_RS05720	1290	429	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1299561	1300361	-						69633018	APS58_RS05725	801		old_locus_tag=APS58_1145
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1299561	1300361	-	WP_041828224.1	WP_041828224.1		ABC transporter permease		69633018	APS58_RS05725	801	266	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1300454	1301368	-						69633019	APS58_RS05730	915		old_locus_tag=APS58_1146
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1300454	1301368	-	WP_017437880.1	WP_017437880.1		peptidylprolyl isomerase		69633019	APS58_RS05730	915	304	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1301451	1303079	-						69633020	APS58_RS05735	1629		old_locus_tag=APS58_1147
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1301451	1303079	-	WP_017437879.1	WP_017437879.1		hypothetical protein		69633020	APS58_RS05735	1629	542	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1303631	1304050	-						69633021	APS58_RS05740	420		old_locus_tag=APS58_1148
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1303631	1304050	-	WP_017437878.1	WP_017437878.1		hypothetical protein		69633021	APS58_RS05740	420	139	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1304075	1306528	-					gspD	69633022	APS58_RS05745	2454		old_locus_tag=APS58_1149
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1304075	1306528	-	WP_228193955.1	WP_228193955.1		type II secretion system secretin GspD	gspD	69633022	APS58_RS05745	2454	817	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1306609	1307220	-						69633023	APS58_RS05750	612		old_locus_tag=APS58_1150
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1306609	1307220	-	WP_011797166.1	WP_011797166.1		hypothetical protein		69633023	APS58_RS05750	612	203	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1307217	1307777	-					gspM	69633024	APS58_RS05755	561		old_locus_tag=APS58_1151
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1307217	1307777	-	WP_011797167.1	WP_011797167.1		type II secretion system protein GspM	gspM	69633024	APS58_RS05755	561	186	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1307774	1309087	-						69633025	APS58_RS05760	1314		old_locus_tag=APS58_1152
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1307774	1309087	-	WP_048857659.1	WP_048857659.1		PilN domain-containing protein		69633025	APS58_RS05760	1314	437	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1309094	1309909	-						69633026	APS58_RS05765	816		old_locus_tag=APS58_1153
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1309094	1309909	-	WP_228193954.1	WP_228193954.1		general secretion pathway protein GspK		69633026	APS58_RS05765	816	271	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1309951	1310625	-						69633027	APS58_RS05770	675		old_locus_tag=APS58_1154
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1309951	1310625	-	WP_011797170.1	WP_011797170.1		prepilin-type N-terminal cleavage/methylation domain-containing protein		69633027	APS58_RS05770	675	224	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1310625	1311032	-						69633028	APS58_RS05775	408		old_locus_tag=APS58_1155
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1310625	1311032	-	WP_011797171.1	WP_011797171.1		prepilin-type N-terminal cleavage/methylation domain-containing protein		69633028	APS58_RS05775	408	135	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1311029	1311475	-						69633029	APS58_RS05780	447		old_locus_tag=APS58_1156
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1311029	1311475	-	WP_011797172.1	WP_011797172.1		GspH/FimT family pseudopilin		69633029	APS58_RS05780	447	148	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1311502	1311957	-					gspG	69633030	APS58_RS05785	456		old_locus_tag=APS58_1157
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1311502	1311957	-	WP_011797173.1	WP_011797173.1		type II secretion system major pseudopilin GspG	gspG	69633030	APS58_RS05785	456	151	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1311986	1313269	-						69633031	APS58_RS05790	1284		old_locus_tag=APS58_1158
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1311986	1313269	-	WP_011797174.1	WP_011797174.1		type II secretion system F family protein		69633031	APS58_RS05790	1284	427	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1313262	1314998	-					gspE	69633032	APS58_RS05795	1737		old_locus_tag=APS58_1159
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1313262	1314998	-	WP_011797175.1	WP_011797175.1		type II secretion system ATPase GspE	gspE	69633032	APS58_RS05795	1737	578	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1315154	1317058	+						69633033	APS58_RS05800	1905		old_locus_tag=APS58_1160
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1315154	1317058	+	WP_063366165.1	WP_063366165.1		hypothetical protein		69633033	APS58_RS05800	1905	634	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1317078	1317623	-					rfbC	69633034	APS58_RS05805	546		old_locus_tag=APS58_1161
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1317078	1317623	-	WP_017438120.1	WP_017438120.1		dTDP-4-dehydrorhamnose 3,5-epimerase	rfbC	69633034	APS58_RS05805	546	181	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1317673	1318548	-					rfbA	69633035	APS58_RS05810	876		old_locus_tag=APS58_1162
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1317673	1318548	-	WP_011797179.1	WP_011797179.1		glucose-1-phosphate thymidylyltransferase RfbA	rfbA	69633035	APS58_RS05810	876	291	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1318575	1319465	-					rfbD	69633036	APS58_RS05815	891		old_locus_tag=APS58_1163
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1318575	1319465	-	WP_017438119.1	WP_017438119.1		dTDP-4-dehydrorhamnose reductase	rfbD	69633036	APS58_RS05815	891	296	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1319462	1320547	-					rfbB	69633037	APS58_RS05820	1086		old_locus_tag=APS58_1164
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1319462	1320547	-	WP_017438118.1	WP_017438118.1		dTDP-glucose 4,6-dehydratase	rfbB	69633037	APS58_RS05820	1086	361	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1320817	1321482	+						69633038	APS58_RS05825	666		old_locus_tag=APS58_1165
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1320817	1321482	+	WP_017438117.1	WP_017438117.1		TetR/AcrR family transcriptional regulator		69633038	APS58_RS05825	666	221	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1321521	1322297	+						69633039	APS58_RS05830	777		old_locus_tag=APS58_1166
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1321521	1322297	+	WP_011797183.1	WP_011797183.1		hypothetical protein		69633039	APS58_RS05830	777	258	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1322294	1323058	-						69633040	APS58_RS05835	765		old_locus_tag=APS58_1167
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1322294	1323058	-	WP_011797184.1	WP_011797184.1		type III pantothenate kinase		69633040	APS58_RS05835	765	254	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1323244	1323735	+					lysM	69633041	APS58_RS05840	492		old_locus_tag=APS58_1168
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1323244	1323735	+	WP_011797185.1	WP_011797185.1		peptidoglycan-binding protein LysM	lysM	69633041	APS58_RS05840	492	163	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1323893	1324534	+						69633042	APS58_RS05845	642		old_locus_tag=APS58_1169
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1323893	1324534	+	WP_011797186.1	WP_011797186.1		FMN-binding negative transcriptional regulator		69633042	APS58_RS05845	642	213	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1324541	1324984	-						69633043	APS58_RS05850	444		old_locus_tag=APS58_1170
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1324541	1324984	-	WP_046059819.1	WP_046059819.1		sulfurtransferase		69633043	APS58_RS05850	444	147	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1325031	1325942	-						69633044	APS58_RS05855	912		old_locus_tag=APS58_1171
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1325031	1325942	-	WP_011797188.1	WP_011797188.1		M48 family metallopeptidase		69633044	APS58_RS05855	912	303	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1325942	1326697	-						69633045	APS58_RS05860	756		old_locus_tag=APS58_1172
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1325942	1326697	-	WP_011797189.1	WP_011797189.1		1-acyl-sn-glycerol-3-phosphate acyltransferase		69633045	APS58_RS05860	756	251	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1326780	1327331	-						69633046	APS58_RS05865	552		old_locus_tag=APS58_1173
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1326780	1327331	-	WP_011797190.1	WP_011797190.1		HAD-IIIA family hydrolase		69633046	APS58_RS05865	552	183	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1327340	1327996	-						69633047	APS58_RS05870	657		old_locus_tag=APS58_1174
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1327340	1327996	-	WP_048857660.1	WP_048857660.1		hypothetical protein		69633047	APS58_RS05870	657	218	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1328003	1330129	-					glyS	69633048	APS58_RS05875	2127		old_locus_tag=APS58_1175
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	1328003	1330129	-	WP_048857661.1	WP_048857661.1		glycine--tRNA ligase subunit beta	glyS	69633048	APS58_RS05875	2127	708	
