# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	981223	982470	+	WP_013593354.1	WP_013593354.1		M20 family metallopeptidase		34237779	ACAV_RS04325	1248	415	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	982481	984061	+						34236647	ACAV_RS04330	1581		old_locus_tag=Acav_0888
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	982481	984061	+	WP_013593355.1	WP_013593355.1		ABC transporter substrate-binding protein		34236647	ACAV_RS04330	1581	526	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	984126	985037	+						34235526	ACAV_RS04335	912		old_locus_tag=Acav_0889
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	984126	985037	+	WP_013593356.1	WP_013593356.1		ABC transporter permease		34235526	ACAV_RS04335	912	303	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	985215	986213	+						34236309	ACAV_RS04340	999		old_locus_tag=Acav_0890
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	985215	986213	+	WP_013593357.1	WP_013593357.1		ABC transporter ATP-binding protein		34236309	ACAV_RS04340	999	332	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	986210	987280	+						34239212	ACAV_RS04345	1071		old_locus_tag=Acav_0891
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	986210	987280	+	WP_013593358.1	WP_013593358.1		dipeptide ABC transporter ATP-binding protein		34239212	ACAV_RS04345	1071	356	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	987463	989550	+						34237810	ACAV_RS04350	2088		old_locus_tag=Acav_0892
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	987463	989550	+	WP_157768725.1	WP_157768725.1		hypothetical protein		34237810	ACAV_RS04350	2088	695	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	989543	990019	-						34236365	ACAV_RS04355	477		old_locus_tag=Acav_0893
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	989543	990019	-	WP_013593360.1	WP_013593360.1		DoxX family protein		34236365	ACAV_RS04355	477	158	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	990219	991871	-						34239777	ACAV_RS04360	1653		old_locus_tag=Acav_0894
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	990219	991871	-	WP_013593361.1	WP_013593361.1		methyl-accepting chemotaxis protein		34239777	ACAV_RS04360	1653	550	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	992046	992627	-						34239243	ACAV_RS04365	582		old_locus_tag=Acav_0895
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	992046	992627	-	WP_013593362.1	WP_013593362.1		TetR/AcrR family transcriptional regulator		34239243	ACAV_RS04365	582	193	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	992768	994063	+					fabF	34238336	ACAV_RS04370	1296		old_locus_tag=Acav_0896
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	992768	994063	+	WP_041828567.1	WP_041828567.1		beta-ketoacyl-ACP synthase II	fabF	34238336	ACAV_RS04370	1296	431	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	994113	994781	-						34237418	ACAV_RS04375	669		old_locus_tag=Acav_0897
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	994113	994781	-	WP_013593364.1	WP_013593364.1		DUF2268 domain-containing putative Zn-dependent protease		34237418	ACAV_RS04375	669	222	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	994812	995657	-						34236313	ACAV_RS04380	846		old_locus_tag=Acav_0898
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	994812	995657	-	WP_013593365.1	WP_013593365.1		SIS domain-containing protein		34236313	ACAV_RS04380	846	281	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	995964	997430	-					zwf	34235211	ACAV_RS04385	1467		old_locus_tag=Acav_0899
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	995964	997430	-	WP_013593366.1	WP_013593366.1		glucose-6-phosphate dehydrogenase	zwf	34235211	ACAV_RS04385	1467	488	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	997630	998577	+					tal	34235264	ACAV_RS04390	948		old_locus_tag=Acav_0900
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	997630	998577	+	WP_013593367.1	WP_013593367.1		transaldolase	tal	34235264	ACAV_RS04390	948	315	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	998592	1000178	+					pgi	34236900	ACAV_RS04395	1587		old_locus_tag=Acav_0901
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	998592	1000178	+	WP_013593368.1	WP_013593368.1		glucose-6-phosphate isomerase	pgi	34236900	ACAV_RS04395	1587	528	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1000452	1002362	+						34236072	ACAV_RS04400	1911		old_locus_tag=Acav_0902
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1000452	1002362	+	WP_013593369.1	WP_013593369.1		methyl-accepting chemotaxis protein		34236072	ACAV_RS04400	1911	636	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1002625	1003941	+						34235197	ACAV_RS04405	1317		old_locus_tag=Acav_0903
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1002625	1003941	+	WP_013593370.1	WP_013593370.1		sugar ABC transporter substrate-binding protein		34235197	ACAV_RS04405	1317	438	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1004126	1004983	+						34235873	ACAV_RS04410	858		old_locus_tag=Acav_0904
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1004126	1004983	+	WP_013593371.1	WP_013593371.1		sugar ABC transporter permease		34235873	ACAV_RS04410	858	285	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1005001	1005837	+						34237203	ACAV_RS04415	837		old_locus_tag=Acav_0905
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1005001	1005837	+	WP_013593372.1	WP_013593372.1		carbohydrate ABC transporter permease		34237203	ACAV_RS04415	837	278	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1005890	1006933	+					ugpC	34239378	ACAV_RS04420	1044		old_locus_tag=Acav_0906
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1005890	1006933	+	WP_013593373.1	WP_013593373.1		sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	ugpC	34239378	ACAV_RS04420	1044	347	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1007033	1008427	+						34237826	ACAV_RS04425	1395		old_locus_tag=Acav_0907
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1007033	1008427	+	WP_013593374.1	WP_013593374.1		mannitol dehydrogenase family protein		34237826	ACAV_RS04425	1395	464	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1008434	1009228	+						34235881	ACAV_RS04430	795		old_locus_tag=Acav_0908
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1008434	1009228	+	WP_013593375.1	WP_013593375.1		L-iditol 2-dehydrogenase		34235881	ACAV_RS04430	795	264	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1009234	1009917	+						34235698	ACAV_RS04435	684		old_locus_tag=Acav_0909
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1009234	1009917	+	WP_013593376.1	WP_013593376.1		transaldolase		34235698	ACAV_RS04435	684	227	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1009937	1010932	+						34235929	ACAV_RS04440	996		old_locus_tag=Acav_0910
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1009937	1010932	+	WP_013593377.1	WP_013593377.1		carbohydrate kinase		34235929	ACAV_RS04440	996	331	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1010929	1011882	+						34239072	ACAV_RS04445	954		old_locus_tag=Acav_0911
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1010929	1011882	+	WP_013593378.1	WP_013593378.1		AraC family transcriptional regulator		34239072	ACAV_RS04445	954	317	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1011910	1013373	+					xylB	34237464	ACAV_RS04450	1464		old_locus_tag=Acav_0912
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1011910	1013373	+	WP_013593379.1	WP_013593379.1		xylulokinase	xylB	34237464	ACAV_RS04450	1464	487	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1013476	1015113	-					groL	34236389	ACAV_RS04455	1638		old_locus_tag=Acav_0913
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1013476	1015113	-	WP_013593380.1	WP_013593380.1		chaperonin GroEL	groL	34236389	ACAV_RS04455	1638	545	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1015172	1015462	-						34235731	ACAV_RS04460	291		old_locus_tag=Acav_0914
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1015172	1015462	-	WP_013593381.1	WP_013593381.1		co-chaperone GroES		34235731	ACAV_RS04460	291	96	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1016052	1018097	+					fusA	34236116	ACAV_RS04465	2046		old_locus_tag=Acav_0915
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1016052	1018097	+	WP_013593382.1	WP_013593382.1		elongation factor G	fusA	34236116	ACAV_RS04465	2046	681	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1018342	1021689	-						34235429	ACAV_RS04470	3348		old_locus_tag=Acav_0916
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1018342	1021689	-	WP_157768726.1	WP_157768726.1		hypothetical protein		34235429	ACAV_RS04470	3348	1115	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1021711	1023621	-						34238335	ACAV_RS04475	1911		old_locus_tag=Acav_0917
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1021711	1023621	-	WP_081463106.1	WP_081463106.1		hypothetical protein		34238335	ACAV_RS04475	1911	636	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1023509	1025281	-						34238661	ACAV_RS04480	1773		old_locus_tag=Acav_0918
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1023509	1025281	-	WP_013593385.1	WP_013593385.1		hypothetical protein		34238661	ACAV_RS04480	1773	590	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1025677	1026051	+						34237605	ACAV_RS04485	375		old_locus_tag=Acav_0919
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1025677	1026051	+	WP_013593386.1	WP_013593386.1		DUF2304 domain-containing protein		34237605	ACAV_RS04485	375	124	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1026044	1027492	+						34236441	ACAV_RS04490	1449		old_locus_tag=Acav_0920
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1026044	1027492	+	WP_013593387.1	WP_013593387.1		mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase		34236441	ACAV_RS04490	1449	482	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1027581	1028540	+						34239201	ACAV_RS04495	960		old_locus_tag=Acav_0921
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1027581	1028540	+	WP_013593388.1	WP_013593388.1		glycosyltransferase family 2 protein		34239201	ACAV_RS04495	960	319	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1028569	1030317	+						34236020	ACAV_RS04500	1749		old_locus_tag=Acav_0922
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1028569	1030317	+	WP_157768727.1	WP_157768727.1		hypothetical protein		34236020	ACAV_RS04500	1749	582	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1030353	1031417	+						34238257	ACAV_RS04505	1065		old_locus_tag=Acav_0923
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1030353	1031417	+	WP_013593390.1	WP_013593390.1		glycosyltransferase		34238257	ACAV_RS04505	1065	354	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1031422	1032144	+						34236760	ACAV_RS04510	723		old_locus_tag=Acav_0924
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1031422	1032144	+	WP_013593391.1	WP_013593391.1		GNAT family N-acetyltransferase		34236760	ACAV_RS04510	723	240	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1032175	1033275	+					rffA	34237871	ACAV_RS04515	1101		old_locus_tag=Acav_0925
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1032175	1033275	+	WP_244875521.1	WP_244875521.1		dTDP-4-amino-4,6-dideoxygalactose transaminase	rffA	34237871	ACAV_RS04515	1101	366	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1033286	1034419	+						34238056	ACAV_RS04520	1134		old_locus_tag=Acav_0926
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1033286	1034419	+	WP_013593393.1	WP_013593393.1		UDP-N-acetylglucosamine 2-epimerase		34238056	ACAV_RS04520	1134	377	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1034419	1035723	+						34235875	ACAV_RS04525	1305		old_locus_tag=Acav_0927
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1034419	1035723	+	WP_013593394.1	WP_013593394.1		oligosaccharide flippase family protein		34235875	ACAV_RS04525	1305	434	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1035866	1036495	+						34235623	ACAV_RS04530	630		old_locus_tag=Acav_0928
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1035866	1036495	+	WP_157768728.1	WP_157768728.1		hypothetical protein		34235623	ACAV_RS04530	630	209	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1036526	1037605	+					gmd	34237799	ACAV_RS04535	1080		old_locus_tag=Acav_0929
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1036526	1037605	+	WP_013593396.1	WP_013593396.1		GDP-mannose 4,6-dehydratase	gmd	34237799	ACAV_RS04535	1080	359	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1037628	1038545	+						34236882	ACAV_RS04540	918		old_locus_tag=Acav_0930
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1037628	1038545	+	WP_013593397.1	WP_013593397.1		NAD-dependent epimerase/dehydratase family protein		34236882	ACAV_RS04540	918	305	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1038602	1039789	+						34239500	ACAV_RS04545	1188		old_locus_tag=Acav_0931
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1038602	1039789	+	WP_013593398.1	WP_013593398.1		DegT/DnrJ/EryC1/StrS family aminotransferase		34239500	ACAV_RS04545	1188	395	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1039795	1041342	+						34236300	ACAV_RS04550	1548		old_locus_tag=Acav_0932
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1039795	1041342	+	WP_013593399.1	WP_013593399.1		DUF2079 domain-containing protein		34236300	ACAV_RS04550	1548	515	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1041339	1044701	+						34239391	ACAV_RS04555	3363		old_locus_tag=Acav_0933
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1041339	1044701	+	WP_013593400.1	WP_013593400.1		hypothetical protein		34239391	ACAV_RS04555	3363	1120	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1044702	1045877	+						34237528	ACAV_RS04560	1176		old_locus_tag=Acav_0934
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1044702	1045877	+	WP_013593401.1	WP_013593401.1		polysaccharide biosynthesis C-terminal domain-containing protein		34237528	ACAV_RS04560	1176	391	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1045868	1046959	+						34237384	ACAV_RS04565	1092		old_locus_tag=Acav_0935
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1045868	1046959	+	WP_013593402.1	WP_013593402.1		glycosyltransferase		34237384	ACAV_RS04565	1092	363	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1046972	1048741	-						34238090	ACAV_RS04570	1770		old_locus_tag=Acav_0936
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1046972	1048741	-	WP_157768729.1	WP_157768729.1		glycosyltransferase		34238090	ACAV_RS04570	1770	589	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1048823	1050826	-						34235280	ACAV_RS04575	2004		old_locus_tag=Acav_0937
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1048823	1050826	-	WP_013593404.1	WP_013593404.1		tetratricopeptide repeat protein		34235280	ACAV_RS04575	2004	667	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1050957	1051637	-						34236164	ACAV_RS04580	681		old_locus_tag=Acav_0938
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1050957	1051637	-	WP_049791221.1	WP_049791221.1		TetR/AcrR family transcriptional regulator		34236164	ACAV_RS04580	681	226	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1051985	1053340	+						34239833	ACAV_RS04585	1356		old_locus_tag=Acav_0939
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1051985	1053340	+	WP_013593406.1	WP_013593406.1		NAD(P)-dependent oxidoreductase		34239833	ACAV_RS04585	1356	451	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1053391	1054740	+					preA	34235727	ACAV_RS04590	1350		old_locus_tag=Acav_0940
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1053391	1054740	+	WP_013593407.1	WP_013593407.1		NAD-dependent dihydropyrimidine dehydrogenase subunit PreA	preA	34235727	ACAV_RS04590	1350	449	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1054758	1056260	+						34236426	ACAV_RS04595	1503		old_locus_tag=Acav_0941
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1054758	1056260	+	WP_013593408.1	WP_013593408.1		NCS1 family nucleobase:cation symporter-1		34236426	ACAV_RS04595	1503	500	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1056296	1057759	+					hydA	34235643	ACAV_RS04600	1464		old_locus_tag=Acav_0942
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1056296	1057759	+	WP_013593409.1	WP_013593409.1		dihydropyrimidinase	hydA	34235643	ACAV_RS04600	1464	487	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1057781	1059040	+						34239229	ACAV_RS04605	1260		old_locus_tag=Acav_0943
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1057781	1059040	+	WP_013593410.1	WP_013593410.1		Zn-dependent hydrolase		34239229	ACAV_RS04605	1260	419	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1059226	1060296	+						34237348	ACAV_RS04610	1071		old_locus_tag=Acav_0944
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1059226	1060296	+	WP_013593411.1	WP_013593411.1		peptidoglycan-binding protein		34237348	ACAV_RS04610	1071	356	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1060376	1060903	+						34237889	ACAV_RS04615	528		old_locus_tag=Acav_0945
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1060376	1060903	+	WP_244875522.1	WP_244875522.1		hypothetical protein		34237889	ACAV_RS04615	528	175	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1061028	1061882	+						34236953	ACAV_RS04620	855		old_locus_tag=Acav_0946
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1061028	1061882	+	WP_013593413.1	WP_013593413.1		hypothetical protein		34236953	ACAV_RS04620	855	284	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1061905	1062951	-						34236505	ACAV_RS04625	1047		old_locus_tag=Acav_0947
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1061905	1062951	-	WP_013593414.1	WP_013593414.1		bifunctional nicotinamide-nucleotide adenylyltransferase/Nudix hydroxylase		34236505	ACAV_RS04625	1047	348	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1063041	1064741	-						34238880	ACAV_RS04630	1701		old_locus_tag=Acav_0948
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1063041	1064741	-	WP_013593415.1	WP_013593415.1		NAD+ synthase		34238880	ACAV_RS04630	1701	566	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1064790	1065986	-					pncB	34239477	ACAV_RS04635	1197		old_locus_tag=Acav_0949
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1064790	1065986	-	WP_013593416.1	WP_013593416.1		nicotinate phosphoribosyltransferase	pncB	34239477	ACAV_RS04635	1197	398	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1066041	1066907	-						34236748	ACAV_RS04640	867		old_locus_tag=Acav_0950
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1066041	1066907	-	WP_013593417.1	WP_013593417.1		cysteine hydrolase		34236748	ACAV_RS04640	867	288	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1067165	1067350	-						34236462	ACAV_RS04645	186		old_locus_tag=Acav_0951
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1067165	1067350	-	WP_011794134.1	WP_011794134.1		DUF1328 domain-containing protein		34236462	ACAV_RS04645	186	61	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1067625	1068806	-					metK	34236446	ACAV_RS04650	1182		old_locus_tag=Acav_0952
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1067625	1068806	-	WP_013593418.1	WP_013593418.1		methionine adenosyltransferase	metK	34236446	ACAV_RS04650	1182	393	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1068962	1069825	+						34237278	ACAV_RS04655	864		old_locus_tag=Acav_0953
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1068962	1069825	+	WP_013593419.1	WP_013593419.1		lysophospholipid acyltransferase family protein		34237278	ACAV_RS04655	864	287	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1069822	1070694	+						34236983	ACAV_RS04660	873		old_locus_tag=Acav_0954
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1069822	1070694	+	WP_013593420.1	WP_013593420.1		lipid A biosynthesis acyltransferase		34236983	ACAV_RS04660	873	290	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1070738	1071658	-						34235322	ACAV_RS04665	921		old_locus_tag=Acav_0955
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1070738	1071658	-	WP_013593421.1	WP_013593421.1		alpha/beta fold hydrolase		34235322	ACAV_RS04665	921	306	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1071708	1072469	-					yihA	34236137	ACAV_RS04670	762		old_locus_tag=Acav_0956
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1071708	1072469	-	WP_013593422.1	WP_013593422.1		ribosome biogenesis GTP-binding protein YihA/YsxC	yihA	34236137	ACAV_RS04670	762	253	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1072562	1073200	+						34235368	ACAV_RS04675	639		old_locus_tag=Acav_0957
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1072562	1073200	+	WP_013593423.1	WP_013593423.1		cytochrome c4		34235368	ACAV_RS04675	639	212	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1073426	1075621	+						34236133	ACAV_RS04680	2196		old_locus_tag=Acav_0958
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1073426	1075621	+	WP_013593424.1	WP_013593424.1		cytochrome c biogenesis protein ResB		34236133	ACAV_RS04680	2196	731	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1075618	1076952	+					ccsB	34235256	ACAV_RS04685	1335		old_locus_tag=Acav_0959
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1075618	1076952	+	WP_013593425.1	WP_013593425.1		c-type cytochrome biogenesis protein CcsB	ccsB	34235256	ACAV_RS04685	1335	444	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1077030	1078025	+					msrP	34236355	ACAV_RS04690	996		old_locus_tag=Acav_0960
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1077030	1078025	+	WP_013593426.1	WP_013593426.1		protein-methionine-sulfoxide reductase catalytic subunit MsrP	msrP	34236355	ACAV_RS04690	996	331	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1078076	1078699	+						34236271	ACAV_RS04695	624		old_locus_tag=Acav_0961
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1078076	1078699	+	WP_013593427.1	WP_013593427.1		sulfoxide reductase heme-binding subunit YedZ		34236271	ACAV_RS04695	624	207	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1078733	1079569	-						34237851	ACAV_RS04700	837		old_locus_tag=Acav_0962
