# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	202206	203174	-							H9L24_RS01005	969		old_locus_tag=H9L24_01005
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	202206	203174	-	WP_187736613.1	WP_187736613.1		tripartite tricarboxylate transporter substrate binding protein			H9L24_RS01005	969	322	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	203197	204897	-							H9L24_RS01010	1701		old_locus_tag=H9L24_01010
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	203197	204897	-	WP_187736614.1	WP_187736614.1		thiamine pyrophosphate-binding protein			H9L24_RS01010	1701	566	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	205013	205711	+							H9L24_RS01015	699		old_locus_tag=H9L24_01015
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	205013	205711	+	WP_187736615.1	WP_187736615.1		GntR family transcriptional regulator			H9L24_RS01015	699	232	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	205760	206665	-							H9L24_RS01020	906		old_locus_tag=H9L24_01020
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	205760	206665	-	WP_187736616.1	WP_187736616.1		HTH-type transcriptional regulator ArgP			H9L24_RS01020	906	301	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	206736	207389	+							H9L24_RS01025	654		old_locus_tag=H9L24_01025
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	206736	207389	+	WP_187736617.1	WP_187736617.1		LysE family transporter			H9L24_RS01025	654	217	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	207558	209480	+							H9L24_RS01030	1923		old_locus_tag=H9L24_01030
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	207558	209480	+	WP_187736618.1	WP_187736618.1		PrkA family serine protein kinase			H9L24_RS01030	1923	640	
gene	pseudogene	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	209525	210792	+							H9L24_RS01035	1268		pseudo;old_locus_tag=H9L24_01035
CDS	without_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	209525	210792	+				YeaH/YhbH family protein			H9L24_RS01035	1268		pseudo
gene	pseudogene	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	210789	212412	+							H9L24_RS01040	1624		pseudo;old_locus_tag=H9L24_01040
CDS	without_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	210789	212412	+				SpoVR family protein			H9L24_RS01040	1624		pseudo
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	212898	213299	+							H9L24_RS01045	402		old_locus_tag=H9L24_01045
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	212898	213299	+	WP_187736619.1	WP_187736619.1		hypothetical protein			H9L24_RS01045	402	133	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	213658	214446	-							H9L24_RS01050	789		old_locus_tag=H9L24_01050
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	213658	214446	-	WP_187738187.1	WP_187738187.1		amino acid ABC transporter permease			H9L24_RS01050	789	262	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	214454	215116	-							H9L24_RS01055	663		old_locus_tag=H9L24_01055
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	214454	215116	-	WP_187736620.1	WP_187736620.1		ABC transporter permease subunit			H9L24_RS01055	663	220	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	215120	216022	-							H9L24_RS01060	903		old_locus_tag=H9L24_01060
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	215120	216022	-	WP_187736621.1	WP_187736621.1		glutamate ABC transporter substrate-binding protein			H9L24_RS01060	903	300	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	216266	217051	-							H9L24_RS01065	786		old_locus_tag=H9L24_01065
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	216266	217051	-	WP_187736622.1	WP_187736622.1		MetQ/NlpA family ABC transporter substrate-binding protein			H9L24_RS01065	786	261	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	217216	217929	-					serB		H9L24_RS01070	714		old_locus_tag=H9L24_01070
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	217216	217929	-	WP_187736623.1	WP_187736623.1		phosphoserine phosphatase SerB	serB		H9L24_RS01070	714	237	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	217987	218145	-							H9L24_RS01075	159		old_locus_tag=H9L24_01075
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	217987	218145	-	WP_187736624.1	WP_187736624.1		DUF3149 domain-containing protein			H9L24_RS01075	159	52	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	218225	218902	-							H9L24_RS01080	678		old_locus_tag=H9L24_01080
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	218225	218902	-	WP_187736625.1	WP_187736625.1		hypothetical protein			H9L24_RS01080	678	225	
gene	pseudogene	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	218915	222387	-					mfd		H9L24_RS01085	3473		pseudo;old_locus_tag=H9L24_01085
CDS	without_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	218915	222387	-				transcription-repair coupling factor	mfd		H9L24_RS01085	3473		pseudo
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	222484	223305	+							H9L24_RS01090	822		old_locus_tag=H9L24_01090
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	222484	223305	+	WP_187736626.1	WP_187736626.1		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase			H9L24_RS01090	822	273	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	223338	223820	+					ispF		H9L24_RS01095	483		old_locus_tag=H9L24_01095
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	223338	223820	+	WP_187736627.1	WP_187736627.1		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ispF		H9L24_RS01095	483	160	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	223810	225312	-							H9L24_RS01100	1503		old_locus_tag=H9L24_01100
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	223810	225312	-	WP_187736628.1	WP_187736628.1		sensor histidine kinase			H9L24_RS01100	1503	500	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	225380	226111	-					ompR		H9L24_RS01105	732		old_locus_tag=H9L24_01105
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	225380	226111	-	WP_187736629.1	WP_187736629.1		two-component system response regulator OmpR	ompR		H9L24_RS01105	732	243	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	226330	227046	+							H9L24_RS01110	717		old_locus_tag=H9L24_01110
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	226330	227046	+	WP_246483681.1	WP_246483681.1		SIMPL domain-containing protein			H9L24_RS01110	717	238	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	227156	227938	-							H9L24_RS01115	783		old_locus_tag=H9L24_01115
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	227156	227938	-	WP_187736631.1	WP_187736631.1		3-hydroxybutyrate dehydrogenase			H9L24_RS01115	783	260	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	228008	228952	+							H9L24_RS01120	945		old_locus_tag=H9L24_01120
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	228008	228952	+	WP_187736632.1	WP_187736632.1		alpha/beta hydrolase			H9L24_RS01120	945	314	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	228994	231186	+							H9L24_RS01125	2193		old_locus_tag=H9L24_01125
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	228994	231186	+	WP_246483682.1	WP_246483682.1		bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase			H9L24_RS01125	2193	730	
gene	tRNA	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	231241	231317	+							H9L24_RS01130	77		old_locus_tag=H9L24_01130
tRNA		GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	231241	231317	+				tRNA-Val			H9L24_RS01130	77		anticodon=GAC
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	231610	232215	+							H9L24_RS01135	606		old_locus_tag=H9L24_01135
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	231610	232215	+	WP_246483539.1	WP_246483539.1		YdeI/OmpD-associated family protein			H9L24_RS01135	606	201	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	232312	232770	-							H9L24_RS01140	459		old_locus_tag=H9L24_01140
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	232312	232770	-	WP_187736634.1	WP_187736634.1		helix-turn-helix domain-containing protein			H9L24_RS01140	459	152	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	232862	233362	+							H9L24_RS01145	501		old_locus_tag=H9L24_01145
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	232862	233362	+	WP_187736635.1	WP_187736635.1		DUF2938 domain-containing protein			H9L24_RS01145	501	166	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	233639	234247	+							H9L24_RS01150	609		old_locus_tag=H9L24_01150
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	233639	234247	+	WP_187736636.1	WP_187736636.1		GyrI-like domain-containing protein			H9L24_RS01150	609	202	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	234326	234472	-							H9L24_RS01155	147		old_locus_tag=H9L24_01155
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	234326	234472	-	WP_187736637.1	WP_187736637.1		hypothetical protein			H9L24_RS01155	147	48	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	234644	235207	+					phaR		H9L24_RS01160	564		old_locus_tag=H9L24_01160
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	234644	235207	+	WP_187736638.1	WP_187736638.1		polyhydroxyalkanoate synthesis repressor PhaR	phaR		H9L24_RS01160	564	187	
gene	pseudogene	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	235220	236121	-							H9L24_RS01165	902		pseudo;old_locus_tag=H9L24_01165
CDS	without_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	235220	236121	-				LysR family transcriptional regulator			H9L24_RS01165	902		pseudo
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	236236	237216	+							H9L24_RS01170	981		old_locus_tag=H9L24_01170
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	236236	237216	+	WP_187736639.1	WP_187736639.1		NAD-dependent epimerase/dehydratase family protein			H9L24_RS01170	981	326	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	237444	238238	+							H9L24_RS01175	795		old_locus_tag=H9L24_01175
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	237444	238238	+	WP_187736640.1	WP_187736640.1		IPT/TIG domain-containing protein			H9L24_RS01175	795	264	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	238420	239763	+							H9L24_RS01185	1344		old_locus_tag=H9L24_01185
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	238420	239763	+	WP_187736641.1	WP_187736641.1		IPTL-CTERM sorting domain-containing protein			H9L24_RS01185	1344	447	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	239813	240247	+							H9L24_RS01190	435		old_locus_tag=H9L24_01190
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	239813	240247	+	WP_187736642.1	WP_187736642.1		GNAT family N-acetyltransferase			H9L24_RS01190	435	144	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	240425	242029	+							H9L24_RS01195	1605		old_locus_tag=H9L24_01195
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	240425	242029	+	WP_187736643.1	WP_187736643.1		sensor domain-containing diguanylate cyclase			H9L24_RS01195	1605	534	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	242040	242912	-							H9L24_RS01200	873		old_locus_tag=H9L24_01200
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	242040	242912	-	WP_187736644.1	WP_187736644.1		LysR family transcriptional regulator			H9L24_RS01200	873	290	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	243023	243493	+							H9L24_RS01205	471		old_locus_tag=H9L24_01205
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	243023	243493	+	WP_246483540.1	WP_246483540.1		class I SAM-dependent methyltransferase			H9L24_RS01205	471	156	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	243520	243714	+							H9L24_RS22315	195		
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	243520	243714	+	WP_246483541.1	WP_246483541.1		hypothetical protein			H9L24_RS22315	195	64	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	243767	244162	+							H9L24_RS01210	396		old_locus_tag=H9L24_01210
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	243767	244162	+	WP_246483542.1	WP_246483542.1		hypothetical protein			H9L24_RS01210	396	131	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	244198	245004	+							H9L24_RS01215	807		old_locus_tag=H9L24_01215
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	244198	245004	+	WP_187736646.1	WP_187736646.1		alpha/beta fold hydrolase			H9L24_RS01215	807	268	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	245102	246511	+					rimO		H9L24_RS01220	1410		old_locus_tag=H9L24_01220
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	245102	246511	+	WP_187736647.1	WP_187736647.1		30S ribosomal protein S12 methylthiotransferase RimO	rimO		H9L24_RS01220	1410	469	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	246610	247164	-					efp		H9L24_RS01225	555		old_locus_tag=H9L24_01225
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	246610	247164	-	WP_187736648.1	WP_187736648.1		elongation factor P	efp		H9L24_RS01225	555	184	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	247315	248403	-					earP		H9L24_RS01230	1089		old_locus_tag=H9L24_01230
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	247315	248403	-	WP_187736649.1	WP_187736649.1		elongation factor P maturation arginine rhamnosyltransferase EarP	earP		H9L24_RS01230	1089	362	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	248400	249314	-							H9L24_RS01235	915		old_locus_tag=H9L24_01235
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	248400	249314	-	WP_187736650.1	WP_187736650.1		LysR family transcriptional regulator			H9L24_RS01235	915	304	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	249443	250651	+							H9L24_RS01240	1209		old_locus_tag=H9L24_01240
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	249443	250651	+	WP_187736651.1	WP_187736651.1		CoA transferase			H9L24_RS01240	1209	402	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	250654	251631	+							H9L24_RS01245	978		old_locus_tag=H9L24_01245
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	250654	251631	+	WP_187738190.1	WP_187738190.1		hydroxymethylglutaryl-CoA lyase			H9L24_RS01245	978	325	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	251671	252660	+							H9L24_RS01250	990		old_locus_tag=H9L24_01250
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	251671	252660	+	WP_187736652.1	WP_187736652.1		tripartite tricarboxylate transporter substrate binding protein			H9L24_RS01250	990	329	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	252707	253693	+							H9L24_RS01255	987		old_locus_tag=H9L24_01255
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	252707	253693	+	WP_187736653.1	WP_187736653.1		tripartite tricarboxylate transporter substrate binding protein			H9L24_RS01255	987	328	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	253759	255726	+					uvrC		H9L24_RS01260	1968		old_locus_tag=H9L24_01260
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	253759	255726	+	WP_187736654.1	WP_187736654.1		excinuclease ABC subunit UvrC	uvrC		H9L24_RS01260	1968	655	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	255784	256350	+					pgsA		H9L24_RS01265	567		old_locus_tag=H9L24_01265
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	255784	256350	+	WP_187736655.1	WP_187736655.1		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	pgsA		H9L24_RS01265	567	188	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	256659	256931	+							H9L24_RS01270	273		old_locus_tag=H9L24_01270
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	256659	256931	+	WP_011805814.1	WP_011805814.1		HU family DNA-binding protein			H9L24_RS01270	273	90	
gene	tRNA	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	256947	257022	+							H9L24_RS01275	76		old_locus_tag=H9L24_01275
tRNA		GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	256947	257022	+				tRNA-Val			H9L24_RS01275	76		anticodon=TAC
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	257082	258980	+							H9L24_RS01280	1899		old_locus_tag=H9L24_01280
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	257082	258980	+	WP_187736656.1	WP_187736656.1		SurA N-terminal domain-containing protein			H9L24_RS01280	1899	632	
gene	tRNA	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	259066	259141	+							H9L24_RS01285	76		old_locus_tag=H9L24_01285
tRNA		GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	259066	259141	+				tRNA-His			H9L24_RS01285	76		anticodon=GTG
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	259275	261149	+					dnaX		H9L24_RS01290	1875		old_locus_tag=H9L24_01290
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	259275	261149	+	WP_187736657.1	WP_187736657.1		DNA polymerase III subunit gamma/tau	dnaX		H9L24_RS01290	1875	624	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	261173	261505	+							H9L24_RS01295	333		old_locus_tag=H9L24_01295
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	261173	261505	+	WP_187736658.1	WP_187736658.1		YbaB/EbfC family nucleoid-associated protein			H9L24_RS01295	333	110	
gene	pseudogene	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	261647	262236	+					recR		H9L24_RS01300	590		pseudo;old_locus_tag=H9L24_01300
CDS	without_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	261647	262236	+				recombination mediator RecR	recR		H9L24_RS01300	590		pseudo
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	262320	262742	+							H9L24_RS01305	423		old_locus_tag=H9L24_01305
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	262320	262742	+	WP_187736659.1	WP_187736659.1		MAPEG family protein			H9L24_RS01305	423	140	
gene	pseudogene	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	262870	263906	+							H9L24_RS01310	1037		pseudo;old_locus_tag=H9L24_01310
CDS	without_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	262870	263906	+				ABC transporter substrate-binding protein			H9L24_RS01310	1037		pseudo
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	263939	265474	-							H9L24_RS01315	1536		old_locus_tag=H9L24_01315
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	263939	265474	-	WP_187736660.1	WP_187736660.1		transglycosylase SLT domain-containing protein			H9L24_RS01315	1536	511	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	265474	266259	-					gloB		H9L24_RS01320	786		old_locus_tag=H9L24_01320
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	265474	266259	-	WP_187736661.1	WP_187736661.1		hydroxyacylglutathione hydrolase	gloB		H9L24_RS01320	786	261	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	266258	267064	+							H9L24_RS01325	807		old_locus_tag=H9L24_01325
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	266258	267064	+	WP_187736662.1	WP_187736662.1		methyltransferase domain-containing protein			H9L24_RS01325	807	268	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	267077	267523	+					rnhA		H9L24_RS01330	447		old_locus_tag=H9L24_01330
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	267077	267523	+	WP_187736663.1	WP_187736663.1		ribonuclease HI	rnhA		H9L24_RS01330	447	148	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	267684	268946	+							H9L24_RS01335	1263		old_locus_tag=H9L24_01335
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	267684	268946	+	WP_187736664.1	WP_187736664.1		efflux RND transporter periplasmic adaptor subunit			H9L24_RS01335	1263	420	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	268979	272131	+							H9L24_RS01340	3153		old_locus_tag=H9L24_01340
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	268979	272131	+	WP_187736665.1	WP_187736665.1		efflux RND transporter permease subunit			H9L24_RS01340	3153	1050	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	272153	273244	-							H9L24_RS01345	1092		old_locus_tag=H9L24_01345
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	272153	273244	-	WP_187736666.1	WP_187736666.1		exo-alpha-sialidase			H9L24_RS01345	1092	363	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	273249	273518	-							H9L24_RS01350	270		old_locus_tag=H9L24_01350
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	273249	273518	-	WP_187736667.1	WP_187736667.1		MoaD/ThiS family protein			H9L24_RS01350	270	89	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	273636	273956	-							H9L24_RS01355	321		old_locus_tag=H9L24_01355
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	273636	273956	-	WP_187736668.1	WP_187736668.1		thioredoxin family protein			H9L24_RS01355	321	106	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	273958	275244	-							H9L24_RS01360	1287		old_locus_tag=H9L24_01360
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	273958	275244	-	WP_187736669.1	WP_187736669.1		molybdopterin molybdotransferase MoeA			H9L24_RS01360	1287	428	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	275241	275777	-							H9L24_RS01365	537		old_locus_tag=H9L24_01365
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	275241	275777	-	WP_187736670.1	WP_187736670.1		GNAT family N-acetyltransferase			H9L24_RS01365	537	178	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	275780	276403	-					mobA		H9L24_RS01370	624		old_locus_tag=H9L24_01370
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	275780	276403	-	WP_187736671.1	WP_187736671.1		molybdenum cofactor guanylyltransferase MobA	mobA		H9L24_RS01370	624	207	
gene	pseudogene	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	276438	277588	-					moaA		H9L24_RS01375	1151		pseudo;old_locus_tag=H9L24_01375
CDS	without_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	276438	277588	-				GTP 3',8-cyclase MoaA	moaA		H9L24_RS01375	1151		pseudo
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	277708	279141	-							H9L24_RS01380	1434		old_locus_tag=H9L24_01380
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	277708	279141	-	WP_187736672.1	WP_187736672.1		aldehyde dehydrogenase family protein			H9L24_RS01380	1434	477	
gene	protein_coding	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	279243	282053	-							H9L24_RS01385	2811		old_locus_tag=H9L24_01385
CDS	with_protein	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	279243	282053	-	WP_187736673.1	WP_187736673.1		IPTL-CTERM sorting domain-containing protein			H9L24_RS01385	2811	936	
gene	pseudogene	GCF_014489595.1	Primary Assembly	chromosome		NZ_CP060790.1	282454	282735	+							H9L24_RS22320	282		partial;pseudo
